leftIndexProximal_positionX,leftIndexProximal_positionY,leftIndexProximal_positionZ,leftIndexProximal_rotation_x,leftIndexProximal_rotation_y,leftIndexProximal_rotation_z,leftIndexProximal_rotation_w,leftIndexMedial_positionX,leftIndexMedial_positionY,leftIndexMedial_positionZ,leftIndexMedial_rotation_x,leftIndexMedial_rotation_y,leftIndexMedial_rotation_z,leftIndexMedial_rotation_w,leftIndexDistal_positionX,leftIndexDistal_positionY,leftIndexDistal_positionZ,leftIndexDistal_rotation_x,leftIndexDistal_rotation_y,leftIndexDistal_rotation_z,leftIndexDistal_rotation_w,leftIndexTip_positionX,leftIndexTip_positionY,leftIndexTip_positionZ,leftIndexTip_rotation_x,leftIndexTip_rotation_y,leftIndexTip_rotation_z,leftIndexTip_rotation_w,leftMiddleProximal_positionX,leftMiddleProximal_positionY,leftMiddleProximal_positionZ,leftMiddleProximal_rotation_x,leftMiddleProximal_rotation_y,leftMiddleProximal_rotation_z,leftMiddleProximal_rotation_w,leftMiddleMedial_positionX,leftMiddleMedial_positionY,leftMiddleMedial_positionZ,leftMiddleMedial_rotation_x,leftMiddleMedial_rotation_y,leftMiddleMedial_rotation_z,leftMiddleMedial_rotation_w,leftMiddleDistal_positionX,leftMiddleDistal_positionY,leftMiddleDistal_positionZ,leftMiddleDistal_rotation_x,leftMiddleDistal_rotation_y,leftMiddleDistal_rotation_z,leftMiddleDistal_rotation_w,leftMiddleTip_positionX,leftMiddleTip_positionY,leftMiddleTip_positionZ,leftMiddleTip_rotation_x,leftMiddleTip_rotation_y,leftMiddleTip_rotation_z,leftMiddleTip_rotation_w,leftRingProximal_positionX,leftRingProximal_positionY,leftRingProximal_positionZ,leftRingProximal_rotation_x,leftRingProximal_rotation_y,leftRingProximal_rotation_z,leftRingProximal_rotation_w,leftRingMedial_positionX,leftRingMedial_positionY,leftRingMedial_positionZ,leftRingMedial_rotation_x,leftRingMedial_rotation_y,leftRingMedial_rotation_z,leftRingMedial_rotation_w,leftRingDistal_positionX,leftRingDistal_positionY,leftRingDistal_positionZ,leftRingDistal_rotation_x,leftRingDistal_rotation_y,leftRingDistal_rotation_z,leftRingDistal_rotation_w,leftRingTip_positionX,leftRingTip_positionY,leftRingTip_positionZ,leftRingTip_rotation_x,leftRingTip_rotation_y,leftRingTip_rotation_z,leftRingTip_rotation_w,leftLittleProximal_positionX,leftLittleProximal_positionY,leftLittleProximal_positionZ,leftLittleProximal_rotation_x,leftLittleProximal_rotation_y,leftLittleProximal_rotation_z,leftLittleProximal_rotation_w,leftLittleMedial_positionX,leftLittleMedial_positionY,leftLittleMedial_positionZ,leftLittleMedial_rotation_x,leftLittleMedial_rotation_y,leftLittleMedial_rotation_z,leftLittleMedial_rotation_w,leftLittleDistal_positionX,leftLittleDistal_positionY,leftLittleDistal_positionZ,leftLittleDistal_rotation_x,leftLittleDistal_rotation_y,leftLittleDistal_rotation_z,leftLittleDistal_rotation_w,leftLittleTip_positionX,leftLittleTip_positionY,leftLittleTip_positionZ,leftLittleTip_rotation_x,leftLittleTip_rotation_y,leftLittleTip_rotation_z,leftLittleTip_rotation_w,Direction
-0.4225888,1.58221364,0.27261883,0.677231,-0.7240718,0.0222301967,0.128778964,-0.3711025,1.577948,0.2651952,-0.7426599,0.6527301,0.007525193,-0.1494769,-0.3400431,1.58126163,0.257750541,-0.7399919,0.6525056,0.0186993275,-0.1621699,-0.3098446,1.58427835,0.249430463,-0.7399921,0.6525057,0.0187004451,-0.162168637,-0.4101787,1.55215108,0.278942555,0.7484508,-0.6588088,0.0334088951,0.06838125,-0.357092917,1.55871975,0.275816947,-0.757155,0.6480156,-0.0238144286,-0.0789001957,-0.3222798,1.56393969,0.2726852,-0.7564292,0.648200631,-0.01809379,-0.08558016,-0.288654745,1.56889665,0.269061744,-0.7564292,0.648200631,-0.0180939455,-0.0855799839,-0.403301358,1.52025819,0.276975542,0.830188036,-0.5440714,0.09583265,-0.07476721,-0.3588073,1.54011679,0.288407862,-0.7688116,0.6315318,-0.07380475,0.0681880042,-0.327789158,1.54634738,0.294800758,-0.769704759,0.6325189,-0.06480292,0.0572315939,-0.297423422,1.55242145,0.3001461,-0.769704759,0.6325189,-0.06480312,0.057231836,-0.405121,1.4913584,0.2683891,0.9031087,-0.4189401,-0.011187112,-0.0935873,-0.374392062,1.5169307,0.274854928,-0.7672652,0.619501531,0.1551018,-0.05886983,-0.350658119,1.522671,0.2676638,-0.753608,0.594835043,0.232400209,-0.1556808,-0.3292879,1.52899408,0.2544109,-0.753608,0.5948349,0.232400417,-0.155680925,Right
-0.4233681,1.58211088,0.272311568,0.6765328,-0.7248841,0.023175532,0.127708063,-0.3718671,1.577751,0.265046358,-0.741519749,0.6541902,0.00670210458,-0.148792118,-0.340777755,1.58095527,0.257679135,-0.738817,0.6539744,0.0180905964,-0.1616795,-0.310552448,1.58386123,0.249417171,-0.738817155,0.653974533,0.0180917121,-0.16167824,-0.411036581,1.55202281,0.278667867,0.7476311,-0.659794748,0.03440301,0.06734288,-0.35792622,1.55846727,0.275705278,-0.7565648,0.648772836,-0.0246086549,-0.07809274,-0.323096633,1.56362677,0.2726577,-0.755830348,0.64896816,-0.0187599454,-0.08490885,-0.2894554,1.56852353,0.269102931,-0.755830348,0.64896816,-0.0187601,-0.08490867,-0.4042074,1.52011919,0.276710063,0.8294531,-0.544951439,0.0959905,-0.07629729,-0.3596962,1.5398587,0.288280964,-0.7675434,0.6329073,-0.07369988,0.06981575,-0.3286689,1.54596257,0.2947512,-0.7684601,0.633893,-0.064676255,0.0588745475,-0.2982925,1.55191529,0.300171971,-0.7684601,0.633893,-0.0646764562,0.05887479,-0.406043023,1.49122763,0.268099368,0.902880669,-0.4193748,-0.0103929779,-0.09393217,-0.375295758,1.51676524,0.274615258,-0.766958952,0.6202632,0.154037043,-0.05762438,-0.351528764,1.52246487,0.2675013,-0.753547668,0.595853865,0.231110454,-0.153988957,-0.330089867,1.52875233,0.254342556,-0.753547668,0.595853746,0.231110662,-0.153989077,Right
-0.4235654,1.58206511,0.272472739,0.676916957,-0.724723339,0.02350028,0.126519561,-0.372045279,1.57776117,0.265310556,-0.7417929,0.654175937,0.00611388,-0.147512332,-0.340939015,1.58099091,0.258026421,-0.739131451,0.653972447,0.01742407,-0.160316333,-0.310692579,1.58392465,0.249852121,-0.7391316,0.653972566,0.0174251851,-0.160315067,-0.411212564,1.55198872,0.278842241,0.747926235,-0.659542441,0.03495423,0.06624308,-0.358101726,1.55848455,0.2760037,-0.7569334,0.6484821,-0.0254981238,-0.07663315,-0.323268533,1.56368661,0.273072422,-0.756239533,0.648678958,-0.0198656488,-0.08320358,-0.289619982,1.56862855,0.2696521,-0.756239533,0.648678958,-0.0198658034,-0.0832034,-0.404343367,1.52009344,0.276886016,0.8291913,-0.545017,0.0976338461,-0.07658767,-0.359856367,1.53982139,0.2885693,-0.7678173,0.63219595,-0.07593577,0.07084407,-0.32886824,1.545974,0.2951796,-0.768714547,0.633175552,-0.0672811046,0.06033477,-0.2985322,1.55197287,0.300772637,-0.768714547,0.633175552,-0.0672813058,0.06033501,-0.406129152,1.49120307,0.268260777,0.90313524,-0.418815941,-0.0100945141,-0.09401076,-0.375416338,1.5167774,0.274794936,-0.7676529,0.6196469,0.153237924,-0.057141602,-0.3516454,1.52251875,0.267727852,-0.7543558,0.595431566,0.230011731,-0.15330857,-0.330181181,1.528843,0.254628241,-0.7543558,0.595431447,0.23001194,-0.15330869,Right
-0.423918366,1.58217835,0.272243142,0.6769189,-0.7248046,0.0237945523,0.125987589,-0.3723898,1.57787609,0.26514098,-0.741382658,0.654761434,0.00569837354,-0.146993384,-0.341268748,1.58106649,0.257902682,-0.7387303,0.6545651,0.0170184821,-0.159790084,-0.3110066,1.58396208,0.249772951,-0.7387305,0.6545652,0.0170195978,-0.159788817,-0.411571443,1.5521028,0.278628469,0.7478602,-0.6596591,0.03526199,0.06566313,-0.358455926,1.55859041,0.275859058,-0.7570318,0.6484322,-0.0259044357,-0.07594543,-0.323619932,1.56380451,0.2729826,-0.756352663,0.6486305,-0.0203415863,-0.08243604,-0.289967239,1.56875944,0.269622356,-0.756352663,0.6486305,-0.02034174,-0.08243586,-0.404698133,1.52020788,0.2766815,0.8293358,-0.5447064,0.0977323651,-0.07710671,-0.3602349,1.5399617,0.288411349,-0.76742065,0.6325575,-0.07610959,0.071720615,-0.329250127,1.54607666,0.2950721,-0.768315852,0.63352406,-0.06759475,0.0613922626,-0.298918784,1.55203974,0.300728649,-0.768315852,0.63352406,-0.06759495,0.0613925047,-0.406471848,1.49131715,0.268055052,0.903235435,-0.418651134,-0.009912833,-0.0938006341,-0.375769228,1.51690578,0.2745809,-0.768131137,0.619135559,0.152831,-0.05734473,-0.3520036,1.52267826,0.2675213,-0.754808247,0.5949809,0.229529709,-0.153552532,-0.330542117,1.52902651,0.2544288,-0.754808247,0.5949808,0.229529917,-0.153552651,Right
-0.4246243,1.58206344,0.272061616,0.6775,-0.724154353,0.0247543957,0.126417086,-0.373084,1.5778482,0.2649924,-0.742237568,0.6535682,0.005239984,-0.148000658,-0.341979921,1.58111978,0.257717669,-0.7395023,0.6533731,0.0168050714,-0.161112532,-0.311740726,1.58408666,0.249528676,-0.7395025,0.653373241,0.016806189,-0.161111265,-0.4122116,1.55202127,0.2784761,0.74857074,-0.6588327,0.0356192328,0.06566828,-0.359109581,1.55862546,0.275723368,-0.7580745,0.6471581,-0.02586998,-0.07642239,-0.324293375,1.563951,0.27281183,-0.7573597,0.6473637,-0.02007238,-0.08320936,-0.29066208,1.56900942,0.2693922,-0.7573597,0.6473637,-0.0200725347,-0.08320918,-0.4052566,1.52014267,0.2765516,0.8298888,-0.543747,0.09887589,-0.07646857,-0.360845417,1.54001081,0.288285553,-0.769105852,0.630428135,-0.07745741,0.07097226,-0.329900056,1.54630637,0.294961363,-0.7699937,0.6314162,-0.0689415,0.0605852045,-0.2996056,1.55244315,0.3006298,-0.7699937,0.6314162,-0.0689417,0.0605854467,-0.406947047,1.49124408,0.26793468,0.90387547,-0.417341,-0.009639331,-0.09350203,-0.376320958,1.516926,0.274453849,-0.7694299,0.6175865,0.1523114,-0.05801456,-0.352578759,1.5227921,0.2673926,-0.7559831,0.593466163,0.2289318,-0.154523775,-0.331147164,1.5292182,0.2542891,-0.7559831,0.593466043,0.228932008,-0.1545239,Right
-0.4246243,1.58206344,0.272061616,0.6775,-0.724154353,0.0247543957,0.126417086,-0.373084,1.5778482,0.2649924,-0.742237568,0.6535682,0.005239984,-0.148000658,-0.341979921,1.58111978,0.257717669,-0.7395023,0.6533731,0.0168050714,-0.161112532,-0.311740726,1.58408666,0.249528676,-0.7395025,0.653373241,0.016806189,-0.161111265,-0.4122116,1.55202127,0.2784761,0.74857074,-0.6588327,0.0356192328,0.06566828,-0.359109581,1.55862546,0.275723368,-0.7580745,0.6471581,-0.02586998,-0.07642239,-0.324293375,1.563951,0.27281183,-0.7573597,0.6473637,-0.02007238,-0.08320936,-0.29066208,1.56900942,0.2693922,-0.7573597,0.6473637,-0.0200725347,-0.08320918,-0.4052566,1.52014267,0.2765516,0.8298888,-0.543747,0.09887589,-0.07646857,-0.360845417,1.54001081,0.288285553,-0.769105852,0.630428135,-0.07745741,0.07097226,-0.329900056,1.54630637,0.294961363,-0.7699937,0.6314162,-0.0689415,0.0605852045,-0.2996056,1.55244315,0.3006298,-0.7699937,0.6314162,-0.0689417,0.0605854467,-0.406947047,1.49124408,0.26793468,0.90387547,-0.417341,-0.009639331,-0.09350203,-0.376320958,1.516926,0.274453849,-0.7694299,0.6175865,0.1523114,-0.05801456,-0.352578759,1.5227921,0.2673926,-0.7559831,0.593466163,0.2289318,-0.154523775,-0.331147164,1.5292182,0.2542891,-0.7559831,0.593466043,0.228932008,-0.1545239,Right
-0.425539017,1.58191276,0.27164346,0.6777973,-0.7236696,0.0257235132,0.127402321,-0.373995125,1.57774472,0.264572561,-0.741519868,0.6540434,0.00463222247,-0.149512932,-0.342893183,1.58094752,0.257258028,-0.7386894,0.6538521,0.0164814536,-0.162923291,-0.312663734,1.58383811,0.2490059,-0.7386896,0.6538522,0.01648257,-0.162922025,-0.413092941,1.55188453,0.2780586,0.749041736,-0.658335268,0.0354245827,0.06539233,-0.360000044,1.55856287,0.2753091,-0.7584547,0.6467319,-0.02548619,-0.07638674,-0.325191438,1.56392777,0.272379071,-0.757722437,0.646938443,-0.0195552241,-0.08333782,-0.291568875,1.5690223,0.268927246,-0.757722437,0.646938443,-0.0195553787,-0.08333764,-0.40609324,1.52001607,0.276128173,0.8303521,-0.543195248,0.09819131,-0.0762399659,-0.3616952,1.53994775,0.287803978,-0.769060731,0.630694032,-0.07634113,0.07030536,-0.330730081,1.54622769,0.294402361,-0.7699632,0.6316937,-0.06757291,0.0596156977,-0.3004141,1.55234981,0.299970627,-0.7699632,0.6316937,-0.06757311,0.05961594,-0.407735765,1.49111879,0.2674973,0.904318,-0.416515738,-0.00950938,-0.09291517,-0.3771566,1.51686537,0.273981839,-0.76987344,0.617023647,0.152053356,-0.0587930568,-0.353427768,1.52276218,0.266901225,-0.756305635,0.5929118,0.228678882,-0.155446351,-0.332016915,1.52920759,0.2537733,-0.756305635,0.592911661,0.228679091,-0.15544647,Right
-0.4256405,1.58180165,0.2717447,0.6777392,-0.7237644,0.0260252617,0.127110854,-0.374091059,1.57762706,0.264718235,-0.7414722,0.654129267,0.00442383857,-0.149381727,-0.342985,1.58082509,0.257419139,-0.73862505,0.6539399,0.0163508486,-0.1628773,-0.312752724,1.58370948,0.2491751,-0.7386252,0.65394,0.0163519643,-0.16287604,-0.4131975,1.55177665,0.27818042,0.7491576,-0.6582535,0.03586996,0.06464058,-0.360102743,1.55847692,0.275521547,-0.75844723,0.646834135,-0.0262044575,-0.0753442645,-0.325287044,1.56384373,0.2726805,-0.7577457,0.647041738,-0.0204366837,-0.08210305,-0.291654825,1.56894314,0.269331634,-0.7577457,0.647041738,-0.0204368383,-0.08210287,-0.406190336,1.51990891,0.27626422,0.8304102,-0.543058455,0.0978260338,-0.07704912,-0.361805648,1.53984308,0.287986517,-0.768838465,0.6308987,-0.07598172,0.07128304,-0.330842584,1.5460974,0.2946188,-0.769745767,0.6318836,-0.06730159,0.060707096,-0.300529659,1.55219615,0.300229073,-0.769745767,0.6318836,-0.0673017949,0.06070734,-0.407817721,1.49101,0.267636478,0.90441066,-0.416350573,-0.00890342053,-0.0928127244,-0.377252162,1.51676917,0.274134785,-0.770100832,0.6169587,0.1512461,-0.05858009,-0.353514671,1.52267134,0.2670877,-0.7565839,0.5929871,0.227770865,-0.155137464,-0.332081348,1.529117,0.2539967,-0.7565839,0.592987,0.227771074,-0.155137584,Right
-0.4259182,1.581654,0.271550626,0.6780289,-0.723473549,0.0243936479,0.127545685,-0.374388,1.57751167,0.264365524,-0.741211534,0.6542431,0.006416026,-0.150101781,-0.3433069,1.58068633,0.2569509,-0.7382837,0.6540097,0.0186147969,-0.163897291,-0.313109845,1.5835439,0.248569712,-0.7382839,0.6540098,0.0186159126,-0.163896024,-0.413440019,1.55162978,0.2779227,0.7495883,-0.6578416,0.03412889,0.0647840351,-0.36035952,1.55838621,0.275125,-0.758258045,0.647069335,-0.02408193,-0.075937286,-0.325550169,1.56372511,0.272156537,-0.7575139,0.647266567,-0.0180233717,-0.08303236,-0.291928947,1.56879413,0.268654376,-0.7575139,0.647266567,-0.0180235263,-0.08303218,-0.4064118,1.51977015,0.275950551,0.8306285,-0.543031,0.0959555,-0.0772410855,-0.362004936,1.53970432,0.287588567,-0.7684665,0.631593645,-0.07394116,0.07128765,-0.3310132,1.545902,0.294139564,-0.769377947,0.63255477,-0.065209955,0.0606660731,-0.30067426,1.55194783,0.299666166,-0.769377947,0.63255477,-0.0652101561,0.0606663153,-0.408032835,1.49088144,0.267286927,0.904601336,-0.415958554,-0.0101163564,-0.0925873,-0.377480626,1.51667047,0.273729563,-0.770104349,0.6166391,0.152324259,-0.05910425,-0.353762835,1.52258956,0.26663053,-0.7565248,0.592539132,0.2287876,-0.155641839,-0.332363069,1.52905464,0.253494263,-0.7565248,0.592539,0.22878781,-0.155641958,Right
-0.42586,1.58157873,0.271656483,0.6775534,-0.723986745,0.0244952943,0.127139583,-0.3743291,1.57736969,0.26451543,-0.740710258,0.654919565,0.00622339966,-0.149633512,-0.3432348,1.58049643,0.257135749,-0.737799644,0.6546906,0.0184008479,-0.163381487,-0.313023239,1.58330858,0.248791516,-0.7377998,0.654690742,0.0184019618,-0.163380221,-0.413424045,1.55153549,0.278021,0.7492348,-0.6583685,0.0337031819,0.0637354,-0.3603329,1.55823207,0.275281847,-0.7577049,0.647860765,-0.02372555,-0.07481348,-0.325510263,1.56351054,0.272361547,-0.756974936,0.6480538,-0.0176878422,-0.08187043,-0.291875482,1.56852293,0.268908679,-0.756974936,0.6480538,-0.0176879968,-0.08187025,-0.406432033,1.5196687,0.2760347,0.830154836,-0.5437239,0.09529526,-0.0782697,-0.361998051,1.53951144,0.28772524,-0.76755327,0.632666647,-0.07317007,0.0723974,-0.330992073,1.54561126,0.294300646,-0.7684754,0.6336121,-0.06447253,0.061847046,-0.300639927,1.55156386,0.2998558,-0.7684754,0.6336121,-0.06447273,0.06184729,-0.4080792,1.49078786,0.267350435,0.904352546,-0.416426033,-0.00970355,-0.09295935,-0.377503932,1.51653981,0.273832,-0.7695167,0.6174358,0.152263626,-0.0585960858,-0.353769273,1.52241182,0.266750365,-0.7559977,0.593325,0.228859,-0.15510346,-0.332349062,1.52883732,0.253627926,-0.7559977,0.5933249,0.228859216,-0.155103579,Right
-0.42764467,1.58125293,0.271166027,0.678958058,-0.7229206,0.0252808183,0.12554881,-0.376076937,1.5772469,0.264175624,-0.742495239,0.6531884,0.00550074223,-0.1483762,-0.344982743,1.58054316,0.256869763,-0.739580154,0.6529702,0.0177574456,-0.162283674,-0.314770043,1.58351946,0.248586759,-0.739580333,0.6529703,0.0177585632,-0.1622824,-0.415097415,1.55125761,0.277538627,0.7505855,-0.6569618,0.0341212861,0.0621135719,-0.3620272,1.55817437,0.27494505,-0.7590454,0.646410644,-0.0237231087,-0.07376009,-0.327222764,1.56359649,0.27207166,-0.758286953,0.6466118,-0.0173917282,-0.08118982,-0.293607056,1.56874406,0.2686319,-0.758286953,0.6466118,-0.0173918828,-0.08118964,-0.407955319,1.51942515,0.2755383,0.830767751,-0.5423803,0.0957358,-0.080516465,-0.3636247,1.53937829,0.287431568,-0.7688397,0.6307712,-0.07363166,0.0747751743,-0.3326737,1.54561007,0.294140846,-0.7697836,0.6317124,-0.06506527,0.06433509,-0.302373856,1.55169392,0.2998373,-0.7697836,0.6317124,-0.06506547,0.06433533,-0.409441054,1.49054813,0.266812027,0.905375838,-0.413940638,-0.009200438,-0.09414385,-0.379016429,1.51644921,0.273406982,-0.7710922,0.6158508,0.151312381,-0.0570026822,-0.355279356,1.52243018,0.2664253,-0.757841945,0.5919921,0.227404773,-0.153323382,-0.3338221,1.52896607,0.253418475,-0.757841945,0.591991961,0.227404982,-0.1533235,Right
-0.42764467,1.58125293,0.271166027,0.678958058,-0.7229206,0.0252808183,0.12554881,-0.376076937,1.5772469,0.264175624,-0.742495239,0.6531884,0.00550074223,-0.1483762,-0.344982743,1.58054316,0.256869763,-0.739580154,0.6529702,0.0177574456,-0.162283674,-0.314770043,1.58351946,0.248586759,-0.739580333,0.6529703,0.0177585632,-0.1622824,-0.415097415,1.55125761,0.277538627,0.7505855,-0.6569618,0.0341212861,0.0621135719,-0.3620272,1.55817437,0.27494505,-0.7590454,0.646410644,-0.0237231087,-0.07376009,-0.327222764,1.56359649,0.27207166,-0.758286953,0.6466118,-0.0173917282,-0.08118982,-0.293607056,1.56874406,0.2686319,-0.758286953,0.6466118,-0.0173918828,-0.08118964,-0.407955319,1.51942515,0.2755383,0.830767751,-0.5423803,0.0957358,-0.080516465,-0.3636247,1.53937829,0.287431568,-0.7688397,0.6307712,-0.07363166,0.0747751743,-0.3326737,1.54561007,0.294140846,-0.7697836,0.6317124,-0.06506527,0.06433509,-0.302373856,1.55169392,0.2998373,-0.7697836,0.6317124,-0.06506547,0.06433533,-0.409441054,1.49054813,0.266812027,0.905375838,-0.413940638,-0.009200438,-0.09414385,-0.379016429,1.51644921,0.273406982,-0.7710922,0.6158508,0.151312381,-0.0570026822,-0.355279356,1.52243018,0.2664253,-0.757841945,0.5919921,0.227404773,-0.153323382,-0.3338221,1.52896607,0.253418475,-0.757841945,0.591991961,0.227404982,-0.1533235,Right
-0.427786022,1.58074677,0.2715914,0.6792463,-0.722888649,0.0247646049,0.124269851,-0.3762089,1.57677889,0.264648855,-0.7422444,0.6538123,0.00564796338,-0.14687109,-0.34509635,1.5800513,0.2574107,-0.739380956,0.653593838,0.01782139,-0.160666719,-0.314861655,1.58300912,0.24920164,-0.739381135,0.653593957,0.0178225059,-0.160665452,-0.415221632,1.55075061,0.2779258,0.750721335,-0.6568905,0.0339941755,0.0612916872,-0.362151444,1.55768824,0.2753882,-0.759415567,0.6460866,-0.02373927,-0.07278006,-0.327349037,1.56315017,0.2725657,-0.758678555,0.6462854,-0.017508734,-0.0800988,-0.2937336,1.56833863,0.269185126,-0.758678555,0.6462854,-0.0175088886,-0.08009862,-0.408050328,1.51892781,0.275877148,0.8306554,-0.5424415,0.0956967548,-0.0813073,-0.363728,1.53886151,0.28783372,-0.7689775,0.6304701,-0.0737579,0.07576952,-0.3327917,1.5451082,0.294596732,-0.769920647,0.631398737,-0.06533353,0.06549567,-0.30250743,1.55120754,0.300359249,-0.769920647,0.631398737,-0.06533373,0.06549591,-0.409500927,1.49006522,0.267097145,0.9056712,-0.413171679,-0.009573696,-0.09464166,-0.379119575,1.51601028,0.273718953,-0.7714673,0.615384161,0.151519462,-0.05641455,-0.355385125,1.52202392,0.266756415,-0.7583242,0.591557264,0.227411,-0.152606651,-0.33392176,1.52859783,0.253778875,-0.7583242,0.591557145,0.227411211,-0.15260677,Right
-0.4277433,1.57994843,0.272077233,0.6786119,-0.7237811,0.0239492841,0.122692205,-0.37616533,1.57588649,0.2651954,-0.741801,0.6547774,0.005956894,-0.144784838,-0.345027536,1.579117,0.2580475,-0.7390365,0.6545598,0.01790045,-0.158292785,-0.3147602,1.58204293,0.249948,-0.7390367,0.6545599,0.0179015659,-0.158291519,-0.41524294,1.54991055,0.278339773,0.7501723,-0.657681048,0.0333194248,0.0598903336,-0.362157255,1.556755,0.2758738,-0.758499265,0.647371769,-0.0233844966,-0.0710080042,-0.327332556,1.56211746,0.2731369,-0.757801831,0.6475622,-0.0173267927,-0.07810127,-0.293693066,1.56721461,0.269858122,-0.757801831,0.6475622,-0.0173269473,-0.07810109,-0.4081333,1.51807928,0.2762106,0.829937637,-0.5433599,0.09507554,-0.0832112357,-0.3637867,1.53788173,0.288294524,-0.7679601,0.6314569,-0.07336087,0.0782163441,-0.3328525,1.54402363,0.29516235,-0.7689019,0.6323476,-0.06523983,0.068340674,-0.3025741,1.55002367,0.301058352,-0.7689019,0.6323476,-0.06524003,0.06834091,-0.409634858,1.48924339,0.2673519,0.905176163,-0.4140456,-0.00972521,-0.09553818,-0.379204154,1.5151161,0.274029881,-0.770958841,0.616024733,0.151903585,-0.05532959,-0.3554532,1.52109563,0.2670944,-0.757974446,0.5921729,0.227798849,-0.151372492,-0.333964854,1.52765119,0.25414896,-0.757974446,0.5921728,0.227799058,-0.151372612,Right
-0.4279934,1.579654,0.272248238,0.677871644,-0.7247224,0.02427304,0.121154025,-0.3764045,1.57548892,0.265511572,-0.7412632,0.655723333,0.005519827,-0.143266648,-0.3452397,1.57866776,0.258458972,-0.73852706,0.655513644,0.0174780414,-0.156762049,-0.314943135,1.58154535,0.250452042,-0.738527238,0.655513763,0.0174791552,-0.156760767,-0.415568441,1.54957879,0.2784819,0.749513447,-0.6586201,0.03328835,0.05779905,-0.362461448,1.55631709,0.2761893,-0.7576945,0.648547,-0.0234507,-0.0688173249,-0.32761392,1.56159353,0.273578733,-0.757023,0.6487365,-0.0174263511,-0.07585138,-0.2939503,1.56661034,0.270426333,-0.757023,0.6487365,-0.0174265057,-0.0758512,-0.4085123,1.5177387,0.276303649,0.829119,-0.5442953,0.09540044,-0.08487118,-0.36415112,1.53741145,0.2885451,-0.766696453,0.632754266,-0.07345631,0.08001852,-0.33321327,1.54342914,0.2955058,-0.767658949,0.6336437,-0.06534114,0.07018626,-0.302929729,1.54931,0.301494837,-0.767658949,0.6336437,-0.06534134,0.0701864958,-0.4100414,1.48892534,0.267376721,0.9047072,-0.414829761,-0.00856974348,-0.09668297,-0.3795771,1.51472747,0.27417317,-0.770414531,0.6169604,0.151370689,-0.05392821,-0.355794221,1.52065611,0.267303675,-0.757594,0.593144,0.227449819,-0.149993926,-0.3342604,1.52717352,0.254414648,-0.757594,0.5931439,0.227450028,-0.149994045,Right
-0.428235948,1.57953787,0.272255719,0.677895963,-0.724719,0.0245250538,0.120987922,-0.3766427,1.57537746,0.26554957,-0.741400659,0.6555604,0.005428293,-0.143306345,-0.345479041,1.57856941,0.258497745,-0.738639355,0.6553497,0.0174855944,-0.156919256,-0.315185726,1.5814575,0.2504823,-0.738639534,0.6553498,0.0174867082,-0.156917989,-0.415808052,1.54946327,0.2784862,0.7495245,-0.6586299,0.0334474519,0.057451807,-0.362699747,1.55620456,0.27623266,-0.7579085,0.648316,-0.0234763417,-0.0686295,-0.327855,1.561504,0.27363193,-0.757229149,0.648508,-0.0173723288,-0.07576108,-0.29419443,1.566542,0.270480454,-0.757229149,0.648508,-0.0173724834,-0.0757609,-0.4087399,1.51762652,0.2762985,0.8290255,-0.5443168,0.09568255,-0.0853259,-0.3643888,1.53728914,0.2885925,-0.7667884,0.6325471,-0.0737458,0.08050767,-0.333461255,1.54331863,0.2955887,-0.76775527,0.633438349,-0.06565139,0.0706961453,-0.303187281,1.54921126,0.301614285,-0.76775527,0.633438349,-0.06565159,0.07069638,-0.41025117,1.48881733,0.267355055,0.9047536,-0.414665222,-0.008211166,-0.09698506,-0.379799962,1.51462579,0.274186164,-0.7705328,0.61691,0.151102558,-0.05357222,-0.356011868,1.52055955,0.26733914,-0.757754564,0.5931254,0.22718294,-0.149662539,-0.334467858,1.52708328,0.254470319,-0.757754564,0.5931253,0.227183148,-0.149662659,Right
-0.429078221,1.57910979,0.272076,0.6783639,-0.724392653,0.0242164731,0.120378576,-0.377478123,1.57501411,0.265382916,-0.742141068,0.6547997,0.00592328468,-0.142930612,-0.346323937,1.57827687,0.2583216,-0.7393537,0.6545762,0.0181035027,-0.156711936,-0.316043019,1.58123279,0.250284135,-0.7393539,0.6545763,0.0181046184,-0.156710669,-0.416613877,1.54904294,0.2782714,0.7498836,-0.6583163,0.03281736,0.05671978,-0.36351186,1.55583739,0.276028931,-0.7582586,0.6479795,-0.0225584116,-0.06824777,-0.328674138,1.56117141,0.27340436,-0.7575592,0.6481681,-0.0162564479,-0.07561778,-0.2950225,1.566241,0.270208746,-0.7575592,0.6481681,-0.0162566025,-0.075617604,-0.40949893,1.51721966,0.276040852,0.82922864,-0.5440088,0.09490328,-0.08618287,-0.3651638,1.53690112,0.288362324,-0.767059147,0.632307649,-0.0725607,0.08088585,-0.3342327,1.54294622,0.295329154,-0.768054664,0.6332055,-0.06425607,0.07081203,-0.3039523,1.54885638,0.301305175,-0.768054664,0.6332055,-0.06425627,0.07081227,-0.410961241,1.48842239,0.26705116,0.90505,-0.413848072,-0.008344449,-0.0976957,-0.380558461,1.51427448,0.273932755,-0.7710237,0.616299033,0.1512991,-0.05298044,-0.356774926,1.52024984,0.267106146,-0.758319259,0.59250015,0.2272872,-0.149118721,-0.335232556,1.52682042,0.254258484,-0.758319259,0.592500031,0.227287412,-0.149118841,Right
