rightLowerArm_positionX,rightLowerArm_positionY,rightLowerArm_positionZ,rightLowerArm_rotation_x,rightLowerArm_rotation_y,rightLowerArm_rotation_z,rightLowerArm_rotation_w,rightHand_positionX,rightHand_positionY,rightHand_positionZ,rightHand_rotation_x,rightHand_rotation_y,rightHand_rotation_z,rightHand_rotation_w,rightThumbProximal_positionX,rightThumbProximal_positionY,rightThumbProximal_positionZ,rightThumbProximal_rotation_x,rightThumbProximal_rotation_y,rightThumbProximal_rotation_z,rightThumbProximal_rotation_w,rightThumbMedial_positionX,rightThumbMedial_positionY,rightThumbMedial_positionZ,rightThumbMedial_rotation_x,rightThumbMedial_rotation_y,rightThumbMedial_rotation_z,rightThumbMedial_rotation_w,rightThumbDistal_positionX,rightThumbDistal_positionY,rightThumbDistal_positionZ,rightThumbDistal_rotation_x,rightThumbDistal_rotation_y,rightThumbDistal_rotation_z,rightThumbDistal_rotation_w,rightThumbTip_positionX,rightThumbTip_positionY,rightThumbTip_positionZ,rightThumbTip_rotation_x,rightThumbTip_rotation_y,rightThumbTip_rotation_z,rightThumbTip_rotation_w,rightIndexProximal_positionX,rightIndexProximal_positionY,rightIndexProximal_positionZ,rightIndexProximal_rotation_x,rightIndexProximal_rotation_y,rightIndexProximal_rotation_z,rightIndexProximal_rotation_w,rightIndexMedial_positionX,rightIndexMedial_positionY,rightIndexMedial_positionZ,rightIndexMedial_rotation_x,rightIndexMedial_rotation_y,rightIndexMedial_rotation_z,rightIndexMedial_rotation_w,rightIndexDistal_positionX,rightIndexDistal_positionY,rightIndexDistal_positionZ,rightIndexDistal_rotation_x,rightIndexDistal_rotation_y,rightIndexDistal_rotation_z,rightIndexDistal_rotation_w,rightIndexTip_positionX,rightIndexTip_positionY,rightIndexTip_positionZ,rightIndexTip_rotation_x,rightIndexTip_rotation_y,rightIndexTip_rotation_z,rightIndexTip_rotation_w,rightMiddleProximal_positionX,rightMiddleProximal_positionY,rightMiddleProximal_positionZ,rightMiddleProximal_rotation_x,rightMiddleProximal_rotation_y,rightMiddleProximal_rotation_z,rightMiddleProximal_rotation_w,rightMiddleMedial_positionX,rightMiddleMedial_positionY,rightMiddleMedial_positionZ,rightMiddleMedial_rotation_x,rightMiddleMedial_rotation_y,rightMiddleMedial_rotation_z,rightMiddleMedial_rotation_w,rightMiddleDistal_positionX,rightMiddleDistal_positionY,rightMiddleDistal_positionZ,rightMiddleDistal_rotation_x,rightMiddleDistal_rotation_y,rightMiddleDistal_rotation_z,rightMiddleDistal_rotation_w,rightMiddleTip_positionX,rightMiddleTip_positionY,rightMiddleTip_positionZ,rightMiddleTip_rotation_x,rightMiddleTip_rotation_y,rightMiddleTip_rotation_z,rightMiddleTip_rotation_w,rightRingProximal_positionX,rightRingProximal_positionY,rightRingProximal_positionZ,rightRingProximal_rotation_x,rightRingProximal_rotation_y,rightRingProximal_rotation_z,rightRingProximal_rotation_w,rightRingMedial_positionX,rightRingMedial_positionY,rightRingMedial_positionZ,rightRingMedial_rotation_x,rightRingMedial_rotation_y,rightRingMedial_rotation_z,rightRingMedial_rotation_w,rightRingDistal_positionX,rightRingDistal_positionY,rightRingDistal_positionZ,rightRingDistal_rotation_x,rightRingDistal_rotation_y,rightRingDistal_rotation_z,rightRingDistal_rotation_w,rightRingTip_positionX,rightRingTip_positionY,rightRingTip_positionZ,rightRingTip_rotation_x,rightRingTip_rotation_y,rightRingTip_rotation_z,rightRingTip_rotation_w,rightLittleProximal_positionX,rightLittleProximal_positionY,rightLittleProximal_positionZ,rightLittleProximal_rotation_x,rightLittleProximal_rotation_y,rightLittleProximal_rotation_z,rightLittleProximal_rotation_w,rightLittleMedial_positionX,rightLittleMedial_positionY,rightLittleMedial_positionZ,rightLittleMedial_rotation_x,rightLittleMedial_rotation_y,rightLittleMedial_rotation_z,rightLittleMedial_rotation_w,rightLittleDistal_positionX,rightLittleDistal_positionY,rightLittleDistal_positionZ,rightLittleDistal_rotation_x,rightLittleDistal_rotation_y,rightLittleDistal_rotation_z,rightLittleDistal_rotation_w,rightLittleTip_positionX,rightLittleTip_positionY,rightLittleTip_positionZ,rightLittleTip_rotation_x,rightLittleTip_rotation_y,rightLittleTip_rotation_z,rightLittleTip_rotation_w,Gesture
0.235566333,1.143614,0.0390167832,0.315387577,0.19951123,0.8802344,0.2931098,0.3432654,1.35024309,-0.108970731,0.304942876,0.266528845,0.8786092,0.2530185,0.3311016,1.38163865,-0.110017605,0.7874143,-0.238901645,0.56821233,0.006268996,0.3458118,1.41562808,-0.09997862,0.777948737,-0.07324493,0.5328521,0.324807346,0.359212428,1.43829536,-0.112424232,0.734851539,-0.134772986,0.520703852,0.413155377,0.3801188,1.45900059,-0.127958179,0.7348527,-0.13477166,0.52070415,0.413153261,0.346227527,1.4243573,-0.145080671,0.0823526159,-0.185946,0.8873879,0.413744956,0.3801629,1.45046461,-0.133463711,-0.21154286,-0.704461634,0.5555551,0.387739956,0.383786947,1.44246173,-0.107622631,-0.363854855,-0.879429936,0.177512556,0.2504043,0.369047433,1.42448175,-0.09439687,-0.3638548,-0.8794299,0.177512541,0.250404567,0.3625412,1.41128027,-0.155253083,-0.04735444,-0.259345621,0.8552859,0.446075469,0.3961751,1.432573,-0.133124366,-0.3424148,-0.768507838,0.446834058,0.304117262,0.388529629,1.42157292,-0.106236912,-0.4466787,-0.888734937,0.0203770045,0.1010609,0.3655823,1.404137,-0.10256096,-0.4466786,-0.888734937,0.0203773268,0.101061039,0.378688931,1.39541757,-0.1601193,-0.139273718,-0.275433242,0.85533917,0.416094,0.405705571,1.41677308,-0.135144874,-0.402994961,-0.757691443,0.431961566,0.277323544,0.3955244,1.40848744,-0.111053795,-0.4858186,-0.8716991,0.0287751183,0.0573900081,0.372989178,1.39442933,-0.10822355,-0.4858186,-0.8716991,0.0287752263,0.05739006,0.390846252,1.37762117,-0.159645513,-0.457912922,-0.132170081,0.776118,0.412901551,0.4087415,1.39910364,-0.139566883,-0.57708925,-0.4384971,0.527523458,0.443178952,0.407908469,1.40392041,-0.11848975,-0.6585464,-0.5412095,0.421489,0.309445024,0.397948146,1.4088279,-0.09945195,-0.6585464,-0.5412095,0.421489,0.309445024,Grab_Move_Left
0.234302223,1.14369524,0.0397987664,0.324036419,0.20069842,0.878017247,0.289492935,0.338724315,1.35122526,-0.109272525,0.31727007,0.2697226,0.8758229,0.243974671,0.326228,1.38250291,-0.109806009,0.7981023,-0.2370655,0.553872645,0.007595816,0.3410712,1.416558,-0.100194395,0.7887481,-0.0678430051,0.520123,0.320539534,0.353899539,1.43943012,-0.112866215,0.746446133,-0.12746422,0.5088059,0.4094963,0.3740958,1.46046317,-0.128891334,0.746447265,-0.127462924,0.5088061,0.409494162,0.339882821,1.42552733,-0.145098269,0.0916731954,-0.188496619,0.8853661,0.414960146,0.374013931,1.4514606,-0.133666337,-0.204467729,-0.703053355,0.554115057,0.396062672,0.378147036,1.44320989,-0.107980087,-0.3608102,-0.8771893,0.178511724,0.261703551,0.363715321,1.425131,-0.0945514143,-0.360810131,-0.8771892,0.178511709,0.261703819,0.356013149,1.41265893,-0.155814528,-0.03654683,-0.26450038,0.853209,0.4480381,0.389953315,1.43354583,-0.133766875,-0.332214236,-0.7683071,0.4487987,0.312918,0.383056,1.42223811,-0.106804848,-0.441397458,-0.8893802,0.026810633,0.115983844,0.3604259,1.40454733,-0.102443919,-0.441397369,-0.8893802,0.0268109553,0.115983985,0.372163117,1.39697921,-0.161235452,-0.129388586,-0.281031847,0.8555448,0.4151178,0.399286,1.41813874,-0.136209384,-0.392559081,-0.758198,0.434639275,0.286569327,0.389789045,1.40952492,-0.111954547,-0.480521917,-0.873221457,0.0354956128,0.07296106,0.367511541,1.39521646,-0.108424984,-0.480521917,-0.873221457,0.03549572,0.0729611143,0.384502769,1.3793025,-0.161209285,-0.4440286,-0.135528013,0.7827172,0.414517134,0.402696371,1.40063107,-0.141234964,-0.568663,-0.4459646,0.5250532,0.4495079,0.4019359,1.4049176,-0.120040894,-0.653659046,-0.5505985,0.41401282,0.31331265,0.391790241,1.40926707,-0.100965329,-0.653659046,-0.5505985,0.41401282,0.31331265,Grab_Move_Left
0.233611882,1.1438148,0.0404004157,0.3251345,0.200664759,0.878952146,0.2854198,0.33609134,1.35264516,-0.1082025,0.3221637,0.274621665,0.87474376,0.235832,0.323144644,1.38374126,-0.1085821,0.8024909,-0.231618628,0.5497815,0.0100646783,0.337834,1.4179889,-0.09942935,0.7937557,-0.06028519,0.517245054,0.31428495,0.3500905,1.44114864,-0.11214456,0.754076838,-0.117185116,0.5073898,0.40023905,0.3694845,1.46284783,-0.128272161,0.754078,-0.117183819,0.50739,0.400236875,0.335619032,1.42689431,-0.144153267,0.0989029855,-0.187256783,0.8861046,0.412276119,0.369676352,1.45306587,-0.1330491,-0.195554987,-0.7004152,0.5584379,0.399154454,0.374367356,1.444883,-0.107437067,-0.353523552,-0.876285,0.1859002,0.269420147,0.360474855,1.4266696,-0.09362676,-0.3535235,-0.876284957,0.185900182,0.269420415,0.351756841,1.41423762,-0.155107781,-0.03069388,-0.2651371,0.854708731,0.4452337,0.385679126,1.435322,-0.13322112,-0.3238852,-0.7667476,0.4546742,0.3169668,0.379417717,1.42400491,-0.106108285,-0.435444325,-0.89065975,0.0368198119,0.125530168,0.3571508,1.40604782,-0.101025932,-0.435444236,-0.89065975,0.0368201323,0.1255303,0.368039131,1.39877951,-0.16076377,-0.122726895,-0.2818559,0.8577841,0.411948472,0.395160466,1.4201225,-0.135892391,-0.383619964,-0.7582762,0.44062224,0.289317966,0.3861943,1.41141534,-0.111469463,-0.473591417,-0.875910938,0.043711707,0.0811189339,0.364223123,1.39678836,-0.107370965,-0.473591417,-0.875910938,0.043711815,0.081118986,0.380627662,1.38127971,-0.160909235,-0.435894936,-0.137330309,0.788836956,0.410940617,0.39882347,1.40277755,-0.141119361,-0.5628287,-0.451357633,0.5270888,0.449085474,0.39807418,1.40687108,-0.119886778,-0.649124444,-0.5579595,0.412586361,0.311594874,0.38777703,1.4109081,-0.100823738,-0.649124444,-0.5579595,0.412586361,0.311594874,Grab_Move_Left
0.232742146,1.14391983,0.04103461,0.327737868,0.201419875,0.8790915,0.28145352,0.3328936,1.35382378,-0.107642815,0.322316378,0.2766858,0.874409556,0.234446362,0.319836855,1.38487315,-0.10808152,0.806628,-0.229949832,0.5443896,0.01068257,0.3345181,1.419179,-0.09913577,0.7963731,-0.05853763,0.512305558,0.3160795,0.346665859,1.442285,-0.112051643,0.7556388,-0.115949564,0.5024334,0.4038892,0.365999967,1.46380806,-0.128484353,0.7556399,-0.115948282,0.502433658,0.403887033,0.332080722,1.42796874,-0.143802136,0.09683559,-0.185049117,0.886078656,0.413816541,0.3662049,1.45410037,-0.132809579,-0.203172863,-0.702634037,0.5524955,0.399718583,0.370467573,1.44572294,-0.107185587,-0.3622499,-0.876716852,0.174107477,0.2642522,0.3559395,1.4276166,-0.0938984454,-0.362249851,-0.8767168,0.174107462,0.264252454,0.348238647,1.41533768,-0.154756665,-0.03105444,-0.265185028,0.854685247,0.4452255,0.382150471,1.43642044,-0.132852241,-0.3254241,-0.76899153,0.451252729,0.314837068,0.3756514,1.42497718,-0.105848521,-0.4361772,-0.8911128,0.0299165156,0.121542871,0.353277743,1.40703034,-0.101218365,-0.4361771,-0.8911128,0.0299168378,0.121543005,0.36456266,1.39992082,-0.160405114,-0.122712336,-0.2826968,0.858247757,0.410408139,0.39157933,1.42133129,-0.135477811,-0.385620236,-0.761064053,0.434175223,0.2890855,0.382363051,1.412399,-0.111229867,-0.475595236,-0.8755779,0.03301388,0.07799087,0.3602547,1.39782989,-0.107703328,-0.475595236,-0.8755779,0.03301399,0.07799092,0.3772123,1.382465,-0.1605291,-0.4341972,-0.138087839,0.790618837,0.409055382,0.3953493,1.404055,-0.140785545,-0.562985063,-0.456,0.523017466,0.44895938,0.3944019,1.40797114,-0.119527444,-0.650381446,-0.56305635,0.405525267,0.30906415,0.3837855,1.41182554,-0.100602232,-0.650381446,-0.56305635,0.405525267,0.30906415,Grab_Move_Left
0.23254323,1.1439538,0.04120198,0.328591824,0.2012611,0.8791325,0.280441821,0.3321439,1.354207,-0.107352108,0.3218424,0.2753782,0.8748416,0.235025123,0.3191312,1.38527536,-0.107757457,0.806741655,-0.231694639,0.5434624,0.0115859266,0.3339594,1.41951776,-0.09881133,0.7973611,-0.06047213,0.51098907,0.31535548,0.3461546,1.442637,-0.11165867,0.756969631,-0.1173906,0.5009852,0.402778685,0.365495622,1.46419728,-0.128034338,0.756970763,-0.117389329,0.500985444,0.4027765,0.331507772,1.42842257,-0.1433697,0.09495348,-0.189137146,0.885024548,0.4146594,0.365662962,1.45435655,-0.132011428,-0.205010623,-0.70311445,0.550052762,0.4013017,0.369844019,1.445873,-0.106408879,-0.364191264,-0.8757687,0.17308104,0.2653999,0.3552395,1.42782307,-0.09312885,-0.3641912,-0.875768661,0.173081025,0.265400171,0.347670525,1.41579032,-0.15431565,-0.0329019241,-0.269220769,0.853661358,0.4446346,0.381438166,1.43672454,-0.132049,-0.325516164,-0.7689626,0.4506215,0.315715581,0.37494725,1.42525065,-0.1050563,-0.436310142,-0.8906946,0.0320367143,0.12357413,0.352596074,1.40731823,-0.1002647,-0.436310053,-0.8906946,0.0320370346,0.123574264,0.3639846,1.40036166,-0.159960568,-0.124754086,-0.287174582,0.8569711,0.4093502,0.390782952,1.42162871,-0.134677425,-0.385463625,-0.761483669,0.432822615,0.290216,0.3815697,1.41262555,-0.110454582,-0.475740582,-0.875225961,0.03423783,0.08048864,0.359473169,1.39806819,-0.106807351,-0.475740582,-0.875225961,0.03423794,0.08048869,0.376610219,1.38288856,-0.160092488,-0.434361577,-0.140836716,0.789882541,0.409365952,0.394659638,1.40440822,-0.140192524,-0.563658357,-0.4603921,0.5170773,0.450510681,0.393511117,1.40808988,-0.118902437,-0.6519955,-0.5667595,0.3976349,0.3091481,0.38264218,1.41175759,-0.100083739,-0.6519955,-0.5667595,0.3976349,0.3091481,Grab_Move_Left
0.23254323,1.1439538,0.04120198,0.328591824,0.2012611,0.8791325,0.280441821,0.3321439,1.354207,-0.107352108,0.3218424,0.2753782,0.8748416,0.235025123,0.3191312,1.38527536,-0.107757457,0.806741655,-0.231694639,0.5434624,0.0115859266,0.3339594,1.41951776,-0.09881133,0.7973611,-0.06047213,0.51098907,0.31535548,0.3461546,1.442637,-0.11165867,0.756969631,-0.1173906,0.5009852,0.402778685,0.365495622,1.46419728,-0.128034338,0.756970763,-0.117389329,0.500985444,0.4027765,0.331507772,1.42842257,-0.1433697,0.09495348,-0.189137146,0.885024548,0.4146594,0.365662962,1.45435655,-0.132011428,-0.205010623,-0.70311445,0.550052762,0.4013017,0.369844019,1.445873,-0.106408879,-0.364191264,-0.8757687,0.17308104,0.2653999,0.3552395,1.42782307,-0.09312885,-0.3641912,-0.875768661,0.173081025,0.265400171,0.347670525,1.41579032,-0.15431565,-0.0329019241,-0.269220769,0.853661358,0.4446346,0.381438166,1.43672454,-0.132049,-0.325516164,-0.7689626,0.4506215,0.315715581,0.37494725,1.42525065,-0.1050563,-0.436310142,-0.8906946,0.0320367143,0.12357413,0.352596074,1.40731823,-0.1002647,-0.436310053,-0.8906946,0.0320370346,0.123574264,0.3639846,1.40036166,-0.159960568,-0.124754086,-0.287174582,0.8569711,0.4093502,0.390782952,1.42162871,-0.134677425,-0.385463625,-0.761483669,0.432822615,0.290216,0.3815697,1.41262555,-0.110454582,-0.475740582,-0.875225961,0.03423783,0.08048864,0.359473169,1.39806819,-0.106807351,-0.475740582,-0.875225961,0.03423794,0.08048869,0.376610219,1.38288856,-0.160092488,-0.434361577,-0.140836716,0.789882541,0.409365952,0.394659638,1.40440822,-0.140192524,-0.563658357,-0.4603921,0.5170773,0.450510681,0.393511117,1.40808988,-0.118902437,-0.6519955,-0.5667595,0.3976349,0.3091481,0.38264218,1.41175759,-0.100083739,-0.6519955,-0.5667595,0.3976349,0.3091481,Grab_Move_Left
0.23254323,1.1439538,0.04120198,0.328591824,0.2012611,0.8791325,0.280441821,0.3321439,1.354207,-0.107352108,0.3218424,0.2753782,0.8748416,0.235025123,0.3191312,1.38527536,-0.107757457,0.806741655,-0.231694639,0.5434624,0.0115859266,0.3339594,1.41951776,-0.09881133,0.7973611,-0.06047213,0.51098907,0.31535548,0.3461546,1.442637,-0.11165867,0.756969631,-0.1173906,0.5009852,0.402778685,0.365495622,1.46419728,-0.128034338,0.756970763,-0.117389329,0.500985444,0.4027765,0.331507772,1.42842257,-0.1433697,0.09495348,-0.189137146,0.885024548,0.4146594,0.365662962,1.45435655,-0.132011428,-0.205010623,-0.70311445,0.550052762,0.4013017,0.369844019,1.445873,-0.106408879,-0.364191264,-0.8757687,0.17308104,0.2653999,0.3552395,1.42782307,-0.09312885,-0.3641912,-0.875768661,0.173081025,0.265400171,0.347670525,1.41579032,-0.15431565,-0.0329019241,-0.269220769,0.853661358,0.4446346,0.381438166,1.43672454,-0.132049,-0.325516164,-0.7689626,0.4506215,0.315715581,0.37494725,1.42525065,-0.1050563,-0.436310142,-0.8906946,0.0320367143,0.12357413,0.352596074,1.40731823,-0.1002647,-0.436310053,-0.8906946,0.0320370346,0.123574264,0.3639846,1.40036166,-0.159960568,-0.124754086,-0.287174582,0.8569711,0.4093502,0.390782952,1.42162871,-0.134677425,-0.385463625,-0.761483669,0.432822615,0.290216,0.3815697,1.41262555,-0.110454582,-0.475740582,-0.875225961,0.03423783,0.08048864,0.359473169,1.39806819,-0.106807351,-0.475740582,-0.875225961,0.03423794,0.08048869,0.376610219,1.38288856,-0.160092488,-0.434361577,-0.140836716,0.789882541,0.409365952,0.394659638,1.40440822,-0.140192524,-0.563658357,-0.4603921,0.5170773,0.450510681,0.393511117,1.40808988,-0.118902437,-0.6519955,-0.5667595,0.3976349,0.3091481,0.38264218,1.41175759,-0.100083739,-0.6519955,-0.5667595,0.3976349,0.3091481,Grab_Move_Left
0.2325095,1.14397311,0.0412633941,0.3303716,0.200360715,0.8786834,0.280402869,0.3319882,1.354438,-0.107072465,0.3232369,0.2782791,0.874200344,0.232061222,0.3187874,1.38542664,-0.10749007,0.8032055,-0.230523765,0.549028337,0.0169544015,0.333711684,1.41969883,-0.09882209,0.7967475,-0.05635548,0.515435934,0.3103924,0.345646322,1.4430269,-0.111535758,0.760230839,-0.109545648,0.506803632,0.3914066,0.364388347,1.46530676,-0.127642646,0.7602319,-0.109544359,0.5068038,0.3914044,0.33069706,1.42854428,-0.143296927,0.09940009,-0.192989886,0.885499656,0.4108098,0.364675879,1.45462954,-0.131757617,-0.196420625,-0.70011425,0.553982854,0.405415982,0.36942932,1.44619465,-0.106239021,-0.356611133,-0.8736968,0.183605149,0.275266558,0.3554658,1.42805314,-0.09240569,-0.356611073,-0.873696744,0.183605134,0.275266826,0.346870959,1.41597724,-0.154301345,-0.03231414,-0.271312952,0.85484314,0.4411216,0.3804212,1.43709183,-0.131876945,-0.320902437,-0.7642617,0.4574302,0.321998984,0.3745359,1.42581022,-0.104665257,-0.434118629,-0.889418542,0.04767636,0.134917468,0.3524741,1.40783942,-0.09879736,-0.434118539,-0.889418542,0.04767668,0.1349176,0.363243967,1.40063012,-0.159997731,-0.124485396,-0.290462434,0.8573211,0.406368524,0.389808744,1.42194259,-0.134507149,-0.3799034,-0.7587265,0.4400423,0.2938885,0.381088942,1.41305172,-0.110061206,-0.471746117,-0.875712,0.04931156,0.09029221,0.359257579,1.39835942,-0.105478019,-0.471746117,-0.875712,0.0493116677,0.09029226,0.375973076,1.38323247,-0.160153836,-0.43238163,-0.143472075,0.7913885,0.407634348,0.393911332,1.40479791,-0.140203044,-0.5611216,-0.4634811,0.517188549,0.450381875,0.392737657,1.40836108,-0.11889419,-0.6496771,-0.5700229,0.39670217,0.309226334,0.381821841,1.41186309,-0.10007108,-0.6496771,-0.5700229,0.39670217,0.309226334,Grab_Move_Left
0.232483119,1.14395523,0.041231215,0.331503361,0.2005909,0.8780464,0.280898124,0.331935972,1.35421586,-0.107411608,0.3251492,0.278967172,0.8735911,0.2308554,0.318696,1.3851887,-0.107762843,0.8029108,-0.230421469,0.5494622,0.0182015374,0.3336619,1.41946113,-0.09916796,0.797302,-0.05495571,0.5156757,0.3088172,0.3454904,1.44285512,-0.111859754,0.7618077,-0.107054532,0.5074258,0.3882108,0.364025921,1.46533656,-0.127925277,0.761808753,-0.107053235,0.507425964,0.3882086,0.330384225,1.428325,-0.1436201,0.102789052,-0.193307266,0.885322452,0.410208166,0.364370227,1.45444322,-0.132176951,-0.191957355,-0.69839,0.5561297,0.4075828,0.3694256,1.44604385,-0.106704719,-0.3529393,-0.872679949,0.188303858,0.2800094,0.355769873,1.42785645,-0.09262655,-0.352939248,-0.8726799,0.188303843,0.280009657,0.3465211,1.41577888,-0.154702455,-0.0300332326,-0.2711919,0.855435252,0.4402083,0.38008064,1.43697286,-0.132367,-0.317702085,-0.7627622,0.460409284,0.3244731,0.374496967,1.42573273,-0.105074689,-0.432110757,-0.8893588,0.0531391725,0.139634132,0.352597833,1.40769291,-0.09882196,-0.432110667,-0.8893588,0.0531394929,0.139634266,0.362885475,1.40045214,-0.160478175,-0.122270495,-0.2905327,0.8577149,0.406159669,0.389502645,1.42177558,-0.135051489,-0.376348823,-0.75674665,0.444657326,0.296607673,0.3811125,1.41296124,-0.110462889,-0.469464183,-0.8758329,0.0574651,0.09600973,0.359441757,1.39820075,-0.105365507,-0.469464183,-0.8758329,0.0574652068,0.09600978,0.3756347,1.38306987,-0.16069667,-0.4304421,-0.142985374,0.7927294,0.4072527,0.393623322,1.40466642,-0.140824929,-0.5593336,-0.462803423,0.5190234,0.451191425,0.392555833,1.40822518,-0.119509749,-0.6480438,-0.569683433,0.398789525,0.31059134,0.381743222,1.411707,-0.100623436,-0.6480438,-0.569683433,0.398789525,0.31059134,Grab_Move_Left
0.232555464,1.14395213,0.0411926731,0.332002372,0.200152621,0.87783283,0.28128776,0.332189083,1.35418844,-0.107362889,0.327175617,0.280392528,0.8730042,0.2284733,0.3188331,1.385112,-0.107645847,0.8024983,-0.2293128,0.5504812,0.0195552912,0.333782077,1.41941965,-0.09916258,0.79782784,-0.0517471358,0.516631663,0.3064062,0.345407754,1.44292,-0.111845285,0.7638061,-0.102331854,0.5090326,0.383424342,0.363596857,1.465713,-0.127867684,0.7638072,-0.102330558,0.5090328,0.383422136,0.330150127,1.4282788,-0.143585458,0.107645087,-0.193793431,0.885572851,0.408187777,0.364074439,1.454527,-0.132257253,-0.184172869,-0.6955785,0.560610056,0.409837931,0.369623542,1.4462409,-0.106850781,-0.345751822,-0.871321261,0.197261766,0.286953658,0.356535971,1.42796969,-0.09234799,-0.345751762,-0.8713212,0.197261751,0.286953926,0.346267372,1.41578853,-0.154758945,-0.026775144,-0.2702155,0.8566076,0.438736826,0.379841983,1.43714845,-0.132604942,-0.3129399,-0.7601576,0.465571046,0.327830881,0.374720067,1.426015,-0.105178654,-0.428942978,-0.889239,0.06204721,0.146329686,0.353084058,1.40787625,-0.0983248353,-0.4289429,-0.889239,0.06204753,0.14632982,0.362653732,1.40052032,-0.160626337,-0.119322076,-0.2907572,0.8586964,0.404799759,0.389276057,1.4219265,-0.135274678,-0.370301038,-0.753373861,0.452765465,0.300513566,0.38143456,1.41326356,-0.110452265,-0.4651517,-0.876019359,0.0718256459,0.105191104,0.360069871,1.398387,-0.104476228,-0.4651517,-0.876019359,0.07182576,0.105191156,0.375465482,1.383185,-0.16091457,-0.4278312,-0.142166972,0.795066655,0.40573138,0.393486172,1.40488279,-0.141182631,-0.5565511,-0.461755365,0.5228467,0.451292247,0.392576575,1.40847945,-0.119866505,-0.6451806,-0.5693112,0.4030774,0.311698318,0.3819248,1.41194963,-0.100886859,-0.6451806,-0.5693112,0.4030774,0.311698318,Grab_Move_Left
