
leftLowerArm_positionX,leftLowerArm_positionY,leftLowerArm_positionZ,leftLowerArm_rotation_x,leftLowerArm_rotation_y,leftLowerArm_rotation_z,leftLowerArm_rotation_w,leftHand_positionX,leftHand_positionY,leftHand_positionZ,leftHand_rotation_x,leftHand_rotation_y,leftHand_rotation_z,leftHand_rotation_w,leftThumbProximal_positionX,leftThumbProximal_positionY,leftThumbProximal_positionZ,leftThumbProximal_rotation_x,leftThumbProximal_rotation_y,leftThumbProximal_rotation_z,leftThumbProximal_rotation_w,leftThumbMedial_positionX,leftThumbMedial_positionY,leftThumbMedial_positionZ,leftThumbMedial_rotation_x,leftThumbMedial_rotation_y,leftThumbMedial_rotation_z,leftThumbMedial_rotation_w,leftThumbDistal_positionX,leftThumbDistal_positionY,leftThumbDistal_positionZ,leftThumbDistal_rotation_x,leftThumbDistal_rotation_y,leftThumbDistal_rotation_z,leftThumbDistal_rotation_w,leftThumbTip_positionX,leftThumbTip_positionY,leftThumbTip_positionZ,leftThumbTip_rotation_x,leftThumbTip_rotation_y,leftThumbTip_rotation_z,leftThumbTip_rotation_w,leftIndexProximal_positionX,leftIndexProximal_positionY,leftIndexProximal_positionZ,leftIndexProximal_rotation_x,leftIndexProximal_rotation_y,leftIndexProximal_rotation_z,leftIndexProximal_rotation_w,leftIndexMedial_positionX,leftIndexMedial_positionY,leftIndexMedial_positionZ,leftIndexMedial_rotation_x,leftIndexMedial_rotation_y,leftIndexMedial_rotation_z,leftIndexMedial_rotation_w,leftIndexDistal_positionX,leftIndexDistal_positionY,leftIndexDistal_positionZ,leftIndexDistal_rotation_x,leftIndexDistal_rotation_y,leftIndexDistal_rotation_z,leftIndexDistal_rotation_w,leftIndexTip_positionX,leftIndexTip_positionY,leftIndexTip_positionZ,leftIndexTip_rotation_x,leftIndexTip_rotation_y,leftIndexTip_rotation_z,leftIndexTip_rotation_w,leftMiddleProximal_positionX,leftMiddleProximal_positionY,leftMiddleProximal_positionZ,leftMiddleProximal_rotation_x,leftMiddleProximal_rotation_y,leftMiddleProximal_rotation_z,leftMiddleProximal_rotation_w,leftMiddleMedial_positionX,leftMiddleMedial_positionY,leftMiddleMedial_positionZ,leftMiddleMedial_rotation_x,leftMiddleMedial_rotation_y,leftMiddleMedial_rotation_z,leftMiddleMedial_rotation_w,leftMiddleDistal_positionX,leftMiddleDistal_positionY,leftMiddleDistal_positionZ,leftMiddleDistal_rotation_x,leftMiddleDistal_rotation_y,leftMiddleDistal_rotation_z,leftMiddleDistal_rotation_w,leftMiddleTip_positionX,leftMiddleTip_positionY,leftMiddleTip_positionZ,leftMiddleTip_rotation_x,leftMiddleTip_rotation_y,leftMiddleTip_rotation_z,leftMiddleTip_rotation_w,leftRingProximal_positionX,leftRingProximal_positionY,leftRingProximal_positionZ,leftRingProximal_rotation_x,leftRingProximal_rotation_y,leftRingProximal_rotation_z,leftRingProximal_rotation_w,leftRingMedial_positionX,leftRingMedial_positionY,leftRingMedial_positionZ,leftRingMedial_rotation_x,leftRingMedial_rotation_y,leftRingMedial_rotation_z,leftRingMedial_rotation_w,leftRingDistal_positionX,leftRingDistal_positionY,leftRingDistal_positionZ,leftRingDistal_rotation_x,leftRingDistal_rotation_y,leftRingDistal_rotation_z,leftRingDistal_rotation_w,leftRingTip_positionX,leftRingTip_positionY,leftRingTip_positionZ,leftRingTip_rotation_x,leftRingTip_rotation_y,leftRingTip_rotation_z,leftRingTip_rotation_w,leftLittleProximal_positionX,leftLittleProximal_positionY,leftLittleProximal_positionZ,leftLittleProximal_rotation_x,leftLittleProximal_rotation_y,leftLittleProximal_rotation_z,leftLittleProximal_rotation_w,leftLittleMedial_positionX,leftLittleMedial_positionY,leftLittleMedial_positionZ,leftLittleMedial_rotation_x,leftLittleMedial_rotation_y,leftLittleMedial_rotation_z,leftLittleMedial_rotation_w,leftLittleDistal_positionX,leftLittleDistal_positionY,leftLittleDistal_positionZ,leftLittleDistal_rotation_x,leftLittleDistal_rotation_y,leftLittleDistal_rotation_z,leftLittleDistal_rotation_w,leftLittleTip_positionX,leftLittleTip_positionY,leftLittleTip_positionZ,leftLittleTip_rotation_x,leftLittleTip_rotation_y,leftLittleTip_rotation_z,leftLittleTip_rotation_w,direction,timestamp
-0.122071266,1.01824248,0.050085552,0.270808518,-0.49004373,0.7839889,0.2681072,0.044962585,1.10980928,0.201864392,0.0647670552,-0.689111233,0.6962069,0.1903344,0.07299231,1.104363,0.2101179,0.0223616939,-0.320003927,0.783936262,0.531545937,0.1016943,1.11215389,0.2263006,-0.142734826,-0.5483143,0.7636816,0.309465736,0.109818883,1.11747777,0.250093222,-0.197627515,-0.6803769,0.6488031,0.277643055,0.112500988,1.11512923,0.279234648,-0.197626546,-0.680374861,0.6488051,0.277644128,0.09001823,1.10343456,0.258295745,0.589871,-0.554612339,0.586794853,0.0113665722,0.116152965,1.11848783,0.2832498,0.5888492,-0.57914,0.5626011,0.0365200266,0.133568376,1.12635148,0.29790774,0.5875721,-0.5949092,0.545899451,0.0532554425,0.1514402,1.13311327,0.311760724,0.5875732,-0.594909,0.5458986,0.05325444,0.07372711,1.10658038,0.265265465,0.2144972,-0.6052891,0.758194864,0.112945184,0.09104477,1.11629522,0.300203532,0.19958064,-0.6909755,0.681019366,0.1375981,0.103322923,1.11648715,0.323693454,0.18805185,-0.742758334,0.624135,0.152977675,0.115379609,1.11263716,0.345987141,0.188051879,-0.7427582,0.6241352,0.15297763,0.05602901,1.10750294,0.2687765,0.0960662737,-0.512448967,0.8493722,0.08206216,0.06495729,1.1248194,0.300860256,0.0857019648,-0.6091774,0.7829048,0.09283371,0.0710037947,1.13064289,0.3235659,0.0781142563,-0.669019639,0.7324273,0.099303,0.0768955946,1.13264906,0.346298158,0.0781142861,-0.6690194,0.732427537,0.09930298,0.0391850658,1.1077323,0.267325819,0.172004208,-0.568355858,0.8012513,-0.07336451,0.04155268,1.11815548,0.295755774,0.184972182,-0.752643764,0.6313157,-0.02744251,0.04620692,1.11558878,0.314092338,0.1869451,-0.8489941,0.49420768,0.00439539971,0.05246426,1.10700071,0.330379248,0.1869452,-0.8489942,0.494207472,0.0043954174,,2025-01-30 14:41:44
-0.122200206,1.01811278,0.0498901,0.270569623,-0.4917897,0.7831743,0.267531455,0.0446807,1.10899472,0.202247679,0.06466711,-0.689127743,0.696187556,0.190378964,0.07270861,1.10354245,0.210503444,0.0223044734,-0.319962054,0.7839635,0.5315337,0.101409629,1.11133611,0.226686582,-0.142799273,-0.5483378,0.7636458,0.309482276,0.109532304,1.11665809,0.250480264,-0.197711378,-0.680434167,0.6487208,0.2776349,0.112208739,1.11430526,0.27962184,-0.19771041,-0.680432141,0.648722768,0.277635962,0.0897304,1.10261023,0.258682668,0.591766,-0.553672254,0.585816562,0.008891501,0.115789473,1.117749,0.2836641,0.5909567,-0.5763151,0.5635556,0.0321914069,0.133067444,1.12578416,0.2983915,0.5899075,-0.5909161,0.5482265,0.0476996042,0.150755733,1.13279593,0.3123553,0.5899086,-0.5909159,0.548225641,0.04769861,0.0734393746,1.10575938,0.265651077,0.224797562,-0.6101558,0.7522739,0.1061125,0.0908791944,1.1151191,0.3006253,0.215420529,-0.6693295,0.7001458,0.124047674,0.103126943,1.11705983,0.3240516,0.20837076,-0.7063413,0.6627881,0.135556176,0.1152795,1.11617327,0.3466065,0.20837079,-0.706341147,0.6627883,0.135556132,0.0557411872,1.10668564,0.269160658,0.09668613,-0.5123821,0.849360049,0.0818774,0.06468098,1.12400949,0.3012372,0.08631068,-0.6093512,0.7827127,0.09275006,0.07074213,1.12982357,0.32394138,0.07870722,-0.6693286,0.732084334,0.0992838,0.07665151,1.13181043,0.346670777,0.07870725,-0.669328332,0.7320846,0.09928378,0.0388974138,1.10691857,0.2677086,0.171935976,-0.5684495,0.8012099,-0.07325188,0.0412693173,1.11733627,0.2961402,0.1848778,-0.752727,0.6312483,-0.0273498911,0.0459237359,1.11476493,0.314476073,0.186836362,-0.8490663,0.494124353,0.004471257,0.052179452,1.10617208,0.3307611,0.186836466,-0.849066436,0.494124144,0.00447127456,,2025-01-30 14:41:49
-0.122183666,1.01808929,0.0498351529,0.270936966,-0.492189646,0.7826805,0.267869443,0.04490255,1.10869145,0.20213443,0.06463185,-0.68913573,0.696175456,0.190406159,0.0729298443,1.10323656,0.210390508,0.02228852,-0.319969118,0.7839557,0.531541467,0.101630658,1.11102939,0.226574421,-0.142819718,-0.5483441,0.7636311,0.309497982,0.109753087,1.11635053,0.2503684,-0.197735682,-0.6804406,0.648702,0.277645618,0.112428583,1.11399686,0.27951,-0.197734714,-0.6804386,0.648704,0.2776467,0.08995093,1.10230219,0.258569956,0.592079759,-0.553361535,0.5857996,0.008449395,0.115988918,1.11746848,0.2835567,0.591309547,-0.5756118,0.563951433,0.03135059,0.133234441,1.12554526,0.298299372,0.590304,-0.5899689,0.5489144,0.04659451,0.1508803,1.13261473,0.312287748,0.5903051,-0.589968741,0.548913538,0.0465935171,0.07366009,1.1054529,0.265538156,0.222109511,-0.609786153,0.753079534,0.108163059,0.0910924748,1.11481345,0.300515831,0.210494444,-0.6803643,0.68998,0.129321113,0.1034146,1.11589384,0.3239586,0.201625511,-0.723854959,0.6442064,0.142755017,0.115612566,1.11362028,0.3463915,0.201625541,-0.7238548,0.6442066,0.142754972,0.0559619442,1.1063807,0.269047529,0.09700502,-0.5124891,0.8492673,0.08179366,0.06490887,1.12369728,0.301125973,0.08666475,-0.609214246,0.7827887,0.09267898,0.07097754,1.12952,0.323825926,0.07908545,-0.669053,0.732303262,0.09922529,0.07689683,1.13152492,0.34655115,0.07908548,-0.6690528,0.7323035,0.09922527,0.0391182154,1.10661519,0.267595261,0.1719097,-0.568531156,0.801159,-0.0732366,0.0414910354,1.1170274,0.2960288,0.184851676,-0.7528671,0.63109,-0.027320154,0.04614657,1.11444807,0.314363271,0.186805144,-0.849216163,0.4938778,0.004510731,0.0524030626,1.10584521,0.33064276,0.186805248,-0.8492163,0.4938776,0.00451074867,,2025-01-30 14:41:54
-0.122100443,1.01816356,0.0499423519,0.270736784,-0.491063058,0.7832148,0.2685759,0.04512845,1.10912049,0.201872885,0.06459849,-0.6891345,0.6961751,0.1904231,0.07315517,1.10366368,0.210129678,0.0222910009,-0.319931149,0.783928156,0.5316049,0.101858355,1.11145353,0.22631079,-0.142842174,-0.5483345,0.7636328,0.309500724,0.10998036,1.11677516,0.250104785,-0.197764561,-0.680446267,0.6486899,0.277639657,0.112654209,1.11442125,0.279246539,-0.197763592,-0.680444241,0.6486919,0.27764073,0.0901751,1.102729,0.2583095,0.5912223,-0.554647446,0.5854251,0.009999959,0.116306283,1.11778152,0.283267766,0.590296447,-0.578489542,0.5618774,0.0345530771,0.133689061,1.1256882,0.2979413,0.589112759,-0.593832254,0.545636833,0.05089181,0.151512668,1.132522,0.311821,0.589113832,-0.5938321,0.545636,0.0508908071,0.07388434,1.10588086,0.265277326,0.2194326,-0.606279433,0.756556034,0.109075136,0.09120937,1.11556828,0.300219327,0.207210839,-0.680030644,0.691021,0.1308118,0.103471145,1.11665213,0.323693544,0.197860241,-0.72533834,0.643300951,0.144566238,0.115597531,1.11424172,0.346150935,0.197860271,-0.725338161,0.6433011,0.1445662,0.0561861768,1.10681,0.268786281,0.09703402,-0.512385666,0.8493224,0.08183462,0.06513641,1.12413406,0.300859779,0.08661785,-0.6097161,0.7823898,0.09278937,0.0712081939,1.1299262,0.3235667,0.0789793655,-0.669895,0.7315247,0.09937197,0.07712869,1.13187647,0.34629637,0.0789793953,-0.669894755,0.731524944,0.09937195,0.0393424965,1.10704553,0.267333627,0.171939015,-0.568394542,0.8012526,-0.07320425,0.0417160578,1.1174674,0.295763552,0.1848818,-0.7529889,0.6309405,-0.0272139627,0.0463760346,1.11488128,0.314095944,0.186815664,-0.8494312,0.4935025,0.004666114,0.0526373535,1.10626423,0.330366015,0.186815768,-0.849431336,0.4935023,0.004666132,,2025-01-30 14:41:59
leftLowerArm_positionX,leftLowerArm_positionY,leftLowerArm_positionZ,leftLowerArm_rotation_x,leftLowerArm_rotation_y,leftLowerArm_rotation_z,leftLowerArm_rotation_w,leftHand_positionX,leftHand_positionY,leftHand_positionZ,leftHand_rotation_x,leftHand_rotation_y,leftHand_rotation_z,leftHand_rotation_w,leftThumbProximal_positionX,leftThumbProximal_positionY,leftThumbProximal_positionZ,leftThumbProximal_rotation_x,leftThumbProximal_rotation_y,leftThumbProximal_rotation_z,leftThumbProximal_rotation_w,leftThumbMedial_positionX,leftThumbMedial_positionY,leftThumbMedial_positionZ,leftThumbMedial_rotation_x,leftThumbMedial_rotation_y,leftThumbMedial_rotation_z,leftThumbMedial_rotation_w,leftThumbDistal_positionX,leftThumbDistal_positionY,leftThumbDistal_positionZ,leftThumbDistal_rotation_x,leftThumbDistal_rotation_y,leftThumbDistal_rotation_z,leftThumbDistal_rotation_w,leftThumbTip_positionX,leftThumbTip_positionY,leftThumbTip_positionZ,leftThumbTip_rotation_x,leftThumbTip_rotation_y,leftThumbTip_rotation_z,leftThumbTip_rotation_w,leftIndexProximal_positionX,leftIndexProximal_positionY,leftIndexProximal_positionZ,leftIndexProximal_rotation_x,leftIndexProximal_rotation_y,leftIndexProximal_rotation_z,leftIndexProximal_rotation_w,leftIndexMedial_positionX,leftIndexMedial_positionY,leftIndexMedial_positionZ,leftIndexMedial_rotation_x,leftIndexMedial_rotation_y,leftIndexMedial_rotation_z,leftIndexMedial_rotation_w,leftIndexDistal_positionX,leftIndexDistal_positionY,leftIndexDistal_positionZ,leftIndexDistal_rotation_x,leftIndexDistal_rotation_y,leftIndexDistal_rotation_z,leftIndexDistal_rotation_w,leftIndexTip_positionX,leftIndexTip_positionY,leftIndexTip_positionZ,leftIndexTip_rotation_x,leftIndexTip_rotation_y,leftIndexTip_rotation_z,leftIndexTip_rotation_w,leftMiddleProximal_positionX,leftMiddleProximal_positionY,leftMiddleProximal_positionZ,leftMiddleProximal_rotation_x,leftMiddleProximal_rotation_y,leftMiddleProximal_rotation_z,leftMiddleProximal_rotation_w,leftMiddleMedial_positionX,leftMiddleMedial_positionY,leftMiddleMedial_positionZ,leftMiddleMedial_rotation_x,leftMiddleMedial_rotation_y,leftMiddleMedial_rotation_z,leftMiddleMedial_rotation_w,leftMiddleDistal_positionX,leftMiddleDistal_positionY,leftMiddleDistal_positionZ,leftMiddleDistal_rotation_x,leftMiddleDistal_rotation_y,leftMiddleDistal_rotation_z,leftMiddleDistal_rotation_w,leftMiddleTip_positionX,leftMiddleTip_positionY,leftMiddleTip_positionZ,leftMiddleTip_rotation_x,leftMiddleTip_rotation_y,leftMiddleTip_rotation_z,leftMiddleTip_rotation_w,leftRingProximal_positionX,leftRingProximal_positionY,leftRingProximal_positionZ,leftRingProximal_rotation_x,leftRingProximal_rotation_y,leftRingProximal_rotation_z,leftRingProximal_rotation_w,leftRingMedial_positionX,leftRingMedial_positionY,leftRingMedial_positionZ,leftRingMedial_rotation_x,leftRingMedial_rotation_y,leftRingMedial_rotation_z,leftRingMedial_rotation_w,leftRingDistal_positionX,leftRingDistal_positionY,leftRingDistal_positionZ,leftRingDistal_rotation_x,leftRingDistal_rotation_y,leftRingDistal_rotation_z,leftRingDistal_rotation_w,leftRingTip_positionX,leftRingTip_positionY,leftRingTip_positionZ,leftRingTip_rotation_x,leftRingTip_rotation_y,leftRingTip_rotation_z,leftRingTip_rotation_w,leftLittleProximal_positionX,leftLittleProximal_positionY,leftLittleProximal_positionZ,leftLittleProximal_rotation_x,leftLittleProximal_rotation_y,leftLittleProximal_rotation_z,leftLittleProximal_rotation_w,leftLittleMedial_positionX,leftLittleMedial_positionY,leftLittleMedial_positionZ,leftLittleMedial_rotation_x,leftLittleMedial_rotation_y,leftLittleMedial_rotation_z,leftLittleMedial_rotation_w,leftLittleDistal_positionX,leftLittleDistal_positionY,leftLittleDistal_positionZ,leftLittleDistal_rotation_x,leftLittleDistal_rotation_y,leftLittleDistal_rotation_z,leftLittleDistal_rotation_w,leftLittleTip_positionX,leftLittleTip_positionY,leftLittleTip_positionZ,leftLittleTip_rotation_x,leftLittleTip_rotation_y,leftLittleTip_rotation_z,leftLittleTip_rotation_w,direction,timestamp
-0.122020811,1.01825774,0.05009103,0.272108823,-0.490225166,0.7834621,0.267998934,0.0452373624,1.10976624,0.2016579,0.06596235,-0.6882677,0.6968921,0.190468222,0.0732941255,1.10438514,0.209862158,0.0230292156,-0.3186377,0.7846578,0.5312734,0.102019943,1.11225486,0.2259643,-0.141726941,-0.547446847,0.7645815,0.309241831,0.110184766,1.11763465,0.249730527,-0.196616024,-0.6797391,0.6497982,0.277595341,0.112929046,1.11533856,0.278870344,-0.196615055,-0.6797371,0.6498002,0.277596384,0.09042187,1.10356891,0.258005917,0.595390558,-0.548013747,0.5874399,0.0102669457,0.116438687,1.11919367,0.282730848,0.594442,-0.57207334,0.5640362,0.0351279564,0.133772492,1.12745392,0.297266841,0.5932329,-0.5875613,0.54788357,0.0516711026,0.151561528,1.13463366,0.311015636,0.593234,-0.587561131,0.547882736,0.05167011,0.0741395354,1.10669672,0.265004247,0.227169856,-0.585058331,0.771744847,0.102518417,0.09118058,1.11852753,0.299421966,0.2140534,-0.6689397,0.7002879,0.127660677,0.103510454,1.12044775,0.322806835,0.203754947,-0.7201237,0.647537947,0.143526971,0.115798481,1.11843908,0.345215827,0.203754976,-0.7201235,0.6475381,0.143526927,0.0564471222,1.10759282,0.268550575,0.09837183,-0.511825264,0.8495538,0.08134165,0.06541466,1.124966,0.300592661,0.0881411061,-0.608030736,0.783584952,0.0923286155,0.0715121,1.13086164,0.323266059,0.08063182,-0.6675874,0.7335079,0.09895403,0.07747085,1.13296139,0.345972419,0.08063185,-0.667587161,0.7335081,0.09895401,0.03959981,1.10778892,0.2671346,0.173346013,-0.567944944,0.8012719,-0.0731630847,0.0420191363,1.11824226,0.295549124,0.186210766,-0.752051055,0.6316783,-0.0269671232,0.04671584,1.11571062,0.313879728,0.188085943,-0.848366559,0.494845837,0.00503445,0.05301867,1.10716367,0.33017078,0.188086048,-0.8483667,0.494845629,0.005034468,,2025-01-30 14:42:59
-0.122020811,1.01825774,0.05009103,0.272108823,-0.490225166,0.7834621,0.267998934,0.0452373624,1.10976624,0.2016579,0.06596235,-0.6882677,0.6968921,0.190468222,0.0732941255,1.10438514,0.209862158,0.0230292156,-0.3186377,0.7846578,0.5312734,0.102019943,1.11225486,0.2259643,-0.141726941,-0.547446847,0.7645815,0.309241831,0.110184766,1.11763465,0.249730527,-0.196616024,-0.6797391,0.6497982,0.277595341,0.112929046,1.11533856,0.278870344,-0.196615055,-0.6797371,0.6498002,0.277596384,0.09042187,1.10356891,0.258005917,0.595390558,-0.548013747,0.5874399,0.0102669457,0.116438687,1.11919367,0.282730848,0.594442,-0.57207334,0.5640362,0.0351279564,0.133772492,1.12745392,0.297266841,0.5932329,-0.5875613,0.54788357,0.0516711026,0.151561528,1.13463366,0.311015636,0.593234,-0.587561131,0.547882736,0.05167011,0.0741395354,1.10669672,0.265004247,0.227169856,-0.585058331,0.771744847,0.102518417,0.09118058,1.11852753,0.299421966,0.2140534,-0.6689397,0.7002879,0.127660677,0.103510454,1.12044775,0.322806835,0.203754947,-0.7201237,0.647537947,0.143526971,0.115798481,1.11843908,0.345215827,0.203754976,-0.7201235,0.6475381,0.143526927,0.0564471222,1.10759282,0.268550575,0.09837183,-0.511825264,0.8495538,0.08134165,0.06541466,1.124966,0.300592661,0.0881411061,-0.608030736,0.783584952,0.0923286155,0.0715121,1.13086164,0.323266059,0.08063182,-0.6675874,0.7335079,0.09895403,0.07747085,1.13296139,0.345972419,0.08063185,-0.667587161,0.7335081,0.09895401,0.03959981,1.10778892,0.2671346,0.173346013,-0.567944944,0.8012719,-0.0731630847,0.0420191363,1.11824226,0.295549124,0.186210766,-0.752051055,0.6316783,-0.0269671232,0.04671584,1.11571062,0.313879728,0.188085943,-0.848366559,0.494845837,0.00503445,0.05301867,1.10716367,0.33017078,0.188086048,-0.8483667,0.494845629,0.005034468,,2025-01-30 14:43:04
-0.122020811,1.01825774,0.05009103,0.272108823,-0.490225166,0.7834621,0.267998934,0.0452373624,1.10976624,0.2016579,0.06596235,-0.6882677,0.6968921,0.190468222,0.0732941255,1.10438514,0.209862158,0.0230292156,-0.3186377,0.7846578,0.5312734,0.102019943,1.11225486,0.2259643,-0.141726941,-0.547446847,0.7645815,0.309241831,0.110184766,1.11763465,0.249730527,-0.196616024,-0.6797391,0.6497982,0.277595341,0.112929046,1.11533856,0.278870344,-0.196615055,-0.6797371,0.6498002,0.277596384,0.09042187,1.10356891,0.258005917,0.595390558,-0.548013747,0.5874399,0.0102669457,0.116438687,1.11919367,0.282730848,0.594442,-0.57207334,0.5640362,0.0351279564,0.133772492,1.12745392,0.297266841,0.5932329,-0.5875613,0.54788357,0.0516711026,0.151561528,1.13463366,0.311015636,0.593234,-0.587561131,0.547882736,0.05167011,0.0741395354,1.10669672,0.265004247,0.227169856,-0.585058331,0.771744847,0.102518417,0.09118058,1.11852753,0.299421966,0.2140534,-0.6689397,0.7002879,0.127660677,0.103510454,1.12044775,0.322806835,0.203754947,-0.7201237,0.647537947,0.143526971,0.115798481,1.11843908,0.345215827,0.203754976,-0.7201235,0.6475381,0.143526927,0.0564471222,1.10759282,0.268550575,0.09837183,-0.511825264,0.8495538,0.08134165,0.06541466,1.124966,0.300592661,0.0881411061,-0.608030736,0.783584952,0.0923286155,0.0715121,1.13086164,0.323266059,0.08063182,-0.6675874,0.7335079,0.09895403,0.07747085,1.13296139,0.345972419,0.08063185,-0.667587161,0.7335081,0.09895401,0.03959981,1.10778892,0.2671346,0.173346013,-0.567944944,0.8012719,-0.0731630847,0.0420191363,1.11824226,0.295549124,0.186210766,-0.752051055,0.6316783,-0.0269671232,0.04671584,1.11571062,0.313879728,0.188085943,-0.848366559,0.494845837,0.00503445,0.05301867,1.10716367,0.33017078,0.188086048,-0.8483667,0.494845629,0.005034468,,2025-01-30 14:43:09
-0.122020811,1.01825774,0.05009103,0.272108823,-0.490225166,0.7834621,0.267998934,0.0452373624,1.10976624,0.2016579,0.06596235,-0.6882677,0.6968921,0.190468222,0.0732941255,1.10438514,0.209862158,0.0230292156,-0.3186377,0.7846578,0.5312734,0.102019943,1.11225486,0.2259643,-0.141726941,-0.547446847,0.7645815,0.309241831,0.110184766,1.11763465,0.249730527,-0.196616024,-0.6797391,0.6497982,0.277595341,0.112929046,1.11533856,0.278870344,-0.196615055,-0.6797371,0.6498002,0.277596384,0.09042187,1.10356891,0.258005917,0.595390558,-0.548013747,0.5874399,0.0102669457,0.116438687,1.11919367,0.282730848,0.594442,-0.57207334,0.5640362,0.0351279564,0.133772492,1.12745392,0.297266841,0.5932329,-0.5875613,0.54788357,0.0516711026,0.151561528,1.13463366,0.311015636,0.593234,-0.587561131,0.547882736,0.05167011,0.0741395354,1.10669672,0.265004247,0.227169856,-0.585058331,0.771744847,0.102518417,0.09118058,1.11852753,0.299421966,0.2140534,-0.6689397,0.7002879,0.127660677,0.103510454,1.12044775,0.322806835,0.203754947,-0.7201237,0.647537947,0.143526971,0.115798481,1.11843908,0.345215827,0.203754976,-0.7201235,0.6475381,0.143526927,0.0564471222,1.10759282,0.268550575,0.09837183,-0.511825264,0.8495538,0.08134165,0.06541466,1.124966,0.300592661,0.0881411061,-0.608030736,0.783584952,0.0923286155,0.0715121,1.13086164,0.323266059,0.08063182,-0.6675874,0.7335079,0.09895403,0.07747085,1.13296139,0.345972419,0.08063185,-0.667587161,0.7335081,0.09895401,0.03959981,1.10778892,0.2671346,0.173346013,-0.567944944,0.8012719,-0.0731630847,0.0420191363,1.11824226,0.295549124,0.186210766,-0.752051055,0.6316783,-0.0269671232,0.04671584,1.11571062,0.313879728,0.188085943,-0.848366559,0.494845837,0.00503445,0.05301867,1.10716367,0.33017078,0.188086048,-0.8483667,0.494845629,0.005034468,,2025-01-30 14:43:14
